	ИЗОБРАЖЕНИЕ	ИСТОЧНИК	ВОЗРАСТ ИСПОЛНИТЕЛЯ	ТЕКСТ ИСПОЛНИТЕЛЯ
10	https://cdn.pixabay.com/photo/2021/08/19/14/00/field-6558125_960_720.jpg	https://pixabay.com/ru/photos/%d0%bf%d0%be%d0%bb%d0%b5-%d1%80%d0%b5%d0%b1%d0%b5%d0%bd%d0%be%d0%ba-%d0%b2%d0%b5%d0%bb%d0%be%d1%81%d0%b8%d0%bf%d0%b5%d0%b4-6558125/	21	На картине мальчик с воздушным змеем. Он играет на фоне заката. Мальчик приехал на велосипеде. Он стоит рядом. Уже сумерки, поэтому видны только силуэты. Контраст голубого чистого неба и предгрозовых туч особенно четко видно на фоне заходящего солнца.
11	https://cdn.pixabay.com/photo/2021/10/07/15/24/park-6688951_960_720.jpg	https://pixabay.com/ru/photos/%d0%bf%d0%b0%d1%80%d0%ba-%d0%b8%d0%b3%d1%80%d0%b0%d1%82%d1%8c-%d0%b2-%d1%83%d0%bb%d0%be%d0%b2-%d0%b4%d0%b5%d1%82%d0%b8-%d0%bb%d0%b5%d1%82%d0%be%d0%bc-6688951/	22	Девочка (лет 6) кидает мяч мальчику (лет 10)
12	https://cdn.pixabay.com/photo/2017/07/31/11/21/people-2557396_960_720.jpg	https://pixabay.com/ru/photos/%D0%BB%D1%8E%D0%B4%D0%B8-%D0%B4%D0%B5%D0%B2%D1%83%D1%88%D0%BA%D0%B8-%D0%B6%D0%B5%D0%BD%D1%89%D0%B8%D0%BD%D1%8B-%D1%81%D1%82%D1%83%D0%B4%D0%B5%D0%BD%D1%82%D1%8B-2557396/	22	Подростки обсуждают школьные занятия
13	https://cdn.pixabay.com/photo/2015/02/02/11/09/office-620822_960_720.jpg	https://pixabay.com/ru/photos/%d0%be%d1%84%d0%b8%d1%81-%d0%b1%d0%b8%d0%b7%d0%bd%d0%b5%d1%81-%d0%b1%d1%83%d1%85%d0%b3%d0%b0%d0%bb%d1%82%d0%b5%d1%80-620822/	22	На фотографии изображена девушка с телефоном в руках модели Iphone. На столе присутствует ноутбук и флешка. У девушки на обеих руках имеются кольца скорее всего они сделаны из золота. Кольцо на левой руке имеет драгоценный камень. На ногтях девушки маникюр розового оттенка.
14	https://cdn.pixabay.com/photo/2016/07/11/15/43/woman-1509956_960_720.jpg	https://pixabay.com/ru/photos/%d0%b6%d0%b5%d0%bd%d1%89%d0%b8%d0%bd%d0%b0-%d0%bf%d0%be%d0%bb%d0%b5-%d1%81%d0%be%d0%bb%d0%bd%d0%b5%d1%87%d0%bd%d1%8b%d0%b9-%d1%81%d0%b2%d0%b5%d1%82-%d0%bc%d0%be%d0%b4%d0%b0-1509956/	22	девушка в поле. ее шляпу сдувает ветром. солнце нежно греет кожу девушки. лето. счастье
15	https://cdn.pixabay.com/photo/2022/04/06/20/54/man-7116367_960_720.jpg	https://pixabay.com/ru/photos/%d1%87%d0%b5%d0%bb%d0%be%d0%b2%d0%b5%d0%ba-%d0%b2%d0%b7%d1%80%d0%be%d1%81%d0%bb%d1%8b%d0%b9-%d0%bc%d0%be%d0%bb%d0%be%d0%b4%d0%be%d0%b9-%d1%81%d0%bb%d0%be%d0%bc%d0%b0%d1%82%d1%8c-7116367/	22	скучная лекция. всю ночь не спал. парта кажется мягкой подушкой. пока лектор не прервет сладкий сон здравствуй, небо в облаках!
16	https://cdn.pixabay.com/photo/2017/08/18/08/03/idea-2654148_960_720.jpg	https://pixabay.com/ru/photos/%d0%b8%d0%b4%d0%b5%d1%8f-%d0%bc%d0%be%d0%b7%d0%b3%d0%be%d0%b2%d0%be%d0%b9-%d1%88%d1%82%d1%83%d1%80%d0%bc-%d0%ba%d0%be%d0%bc%d0%b0%d0%bd%d0%b4%d0%bd%d0%b0%d1%8f-%d1%80%d0%b0%d0%b1%d0%be%d1%82%d0%b0-2654148/	23	Двое мужчин стоят перед столом. Разглядывают проект. Мужчины думают над проектом. Мозговой штурм. Мужчины придумывают бизнес план.
17	https://cdn.pixabay.com/photo/2019/11/05/01/00/couple-4602505_960_720.jpg	https://pixabay.com/ru/photos/%d0%bf%d0%b0%d1%80%d0%b0-%d0%bf%d0%b5%d1%88%d0%b5%d1%85%d0%be%d0%b4-%d0%b4%d0%be%d0%b6%d0%b4%d1%8c-%d0%be%d1%82%d0%bd%d0%be%d1%88%d0%b5%d0%bd%d0%b8%d0%b5-4602505/	23	Идёт дождь. Парочка прячется под зонтом. Пасмурная погода. Неожиданный дождь застал жителей врасплох. Будние , дождливые дни.
18	https://cdn.pixabay.com/photo/2022/01/27/22/57/skateboarding-6973365_960_720.jpg	https://pixabay.com/ru/photos/%d1%81%d0%ba%d0%b5%d0%b9%d1%82%d0%b1%d0%be%d1%80%d0%b4%d0%b8%d0%bd%d0%b3-%d1%87%d0%b5%d0%bb%d0%be%d0%b2%d0%b5%d0%ba-%d0%ba%d0%be%d0%bd%d1%8c%d0%ba%d0%be%d0%b1%d0%b5%d0%b6%d0%b5%d1%86-6973365/	23	Скейтер совершил ошибку и чуть не упал. Солнечная погода - пора кататься на скейте. Изучение новых трюков даётся нелегко. Чуть не упал со скейта. Солнце устроило целый театр теней.
19	https://cdn.pixabay.com/photo/2015/01/08/18/26/man-593333_960_720.jpg	https://pixabay.com/ru/photos/%d1%87%d0%b5%d0%bb%d0%be%d0%b2%d0%b5%d0%ba-%d0%bd%d0%b0%d0%bf%d0%b8%d1%81%d0%b0%d1%82%d1%8c-%d0%bf%d0%bb%d0%b0%d0%bd-593333/	23	Мужчина делает заметки. Рабочий день начинается с составления плана. Серьезность профессии не даёт забыть про тайм-менеджмент. Чистое рабочее место - залог успеха. Утро в офисе.
20	https://cdn.pixabay.com/photo/2015/01/09/11/08/startup-594090_960_720.jpg	https://pixabay.com/ru/photos/%d1%87%d0%b5%d0%bb%d0%be%d0%b2%d0%b5%d0%ba-%d0%bd%d0%b0%d0%bf%d0%b8%d1%81%d0%b0%d1%82%d1%8c-%d0%bf%d0%bb%d0%b0%d0%bd-593333/	23	Семейный совет. Составление метиска покупок семьёй. Планирование семейного отдыха. Важные дела решаются за кружечкой кофе. Девушка пишет план отдыха, семья принимает участие в составлении. Семейный день.
21	https://cdn.pixabay.com/photo/2017/05/04/16/37/meeting-2284501_960_720.jpg	https://pixabay.com/ru/photos/%d0%b2%d1%81%d1%82%d1%80%d0%b5%d1%87%d0%b0-%d0%b1%d0%b8%d0%b7%d0%bd%d0%b5%d1%81-%d0%b0%d1%80%d1%85%d0%b8%d1%82%d0%b5%d0%ba%d1%82%d0%be%d1%80-%d0%be%d1%84%d0%b8%d1%81-2284501/	23	Коллеги собрались на совещании. Мозговой штурм для увеличения объемов продаж. Высчитывают актуальность новых идей. Для принятия решения собрался совет директоров отдела. Обсуждение актуальных проблем.
22	https://cdn.pixabay.com/photo/2015/02/02/11/09/office-620822_960_720.jpg	https://pixabay.com/ru/photos/%d0%be%d1%84%d0%b8%d1%81-%d0%b1%d0%b8%d0%b7%d0%bd%d0%b5%d1%81-%d0%b1%d1%83%d1%85%d0%b3%d0%b0%d0%bb%d1%82%d0%b5%d1%80-620822/	23	Девушке неожиданно пришло SMS. Сообщение отвлекло девушку от работы. Сидя за ноутбуком, девушке пришло SMS. Техника эпл удобна для работы.
23	https://cdn.pixabay.com/photo/2015/07/17/22/43/student-849822_960_720.jpg	https://pixabay.com/ru/photos/%d1%81%d1%82%d1%83%d0%b4%d0%b5%d0%bd%d1%82-%d0%bd%d0%b0%d0%b1%d0%be%d1%80-%d1%82%d0%b5%d0%ba%d1%81%d1%82%d0%b0-%d0%ba%d0%bb%d0%b0%d0%b2%d0%b8%d0%b0%d1%82%d1%83%d1%80%d0%b0-849822/	23	Работа. Конспект. Чай. Телефон. Ручка.
24	https://cdn.pixabay.com/photo/2022/05/04/02/29/calligraphy-7173006_960_720.jpg	https://pixabay.com/ru/photos/%D0%BA%D0%B0%D0%BB%D0%BB%D0%B8%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F-%D0%BF%D0%B8%D1%88%D1%83-%D0%B6%D0%B5%D0%BD%D1%89%D0%B8%D0%BD%D0%B0-%D1%80%D1%83%D1%87%D0%BA%D0%B0-7173006/	23	Планирование. Творчество. Вода. Кабинет. Работа.
25	https://cdn.pixabay.com/photo/2015/03/02/23/40/father-656734_960_720.jpg	https://pixabay.com/ru/photos/%D0%BE%D1%82%D0%B5%D1%86-%D0%B4%D0%BE%D1%87%D1%8C-%D0%BF%D0%BB%D1%8F%D0%B6-%D1%81%D0%B5%D0%BC%D1%8C%D1%8F-%D0%BF%D0%B0%D0%BF%D0%BE%D1%87%D0%BA%D0%B0-656734/	23	Папа и дочь. Отдых с семьей. Море. Пляж. Солнце.
26	https://cdn.pixabay.com/photo/2014/09/21/17/56/mountaineering-455338_960_720.jpg	https://pixabay.com/ru/photos/%d0%b0%d0%bb%d1%8c%d0%bf%d0%b8%d0%bd%d0%b8%d0%b7%d0%bc-%d1%87%d0%b5%d0%bb%d0%be%d0%b2%d0%b5%d0%ba-%d1%82%d0%b0%d1%89%d0%b8%d1%82%d1%8c-%d0%b4%d0%be%d1%80%d0%be%d0%b6%d0%ba%d0%b0-455338/	23	Прогулка по горам. Мужчина идёт на природу. Поход. Красивая природа. Зелень. Горный воздух.
27	https://cdn.pixabay.com/photo/2015/01/08/18/30/entrepreneur-593371_960_720.jpg	https://pixabay.com/ru/photos/%D0%BF%D1%80%D0%B5%D0%B4%D0%BF%D1%80%D0%B8%D0%BD%D0%B8%D0%BC%D0%B0%D1%82%D0%B5%D0%BB%D1%8C-%D0%B7%D0%B0%D0%BF%D1%83%D1%81%D0%BA%D0%B0%D1%82%D1%8C-%D1%87%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D0%BA-593371/	23	Офис. Совещание. Работа. Уютная комната. Руководитель.
28	https://cdn.pixabay.com/photo/2017/08/01/20/52/people-2567915_960_720.jpg	https://pixabay.com/ru/photos/%D0%BB%D1%8E%D0%B4%D0%B8-%D0%B6%D0%B5%D0%BD%D1%89%D0%B8%D0%BD%D1%8B-%D0%B3%D0%BE%D0%B2%D0%BE%D1%80%D1%8F%D1%89%D0%B8%D0%B9-%D1%81%D0%BC%D0%B5%D1%85-2567915/	23	Встреча подруг. Смех. Радость. Темная встреча. Солнце засветило кадр.
29	https://cdn.pixabay.com/photo/2017/07/31/11/21/people-2557396_960_720.jpg	https://pixabay.com/ru/photos/%D0%BB%D1%8E%D0%B4%D0%B8-%D0%B4%D0%B5%D0%B2%D1%83%D1%88%D0%BA%D0%B8-%D0%B6%D0%B5%D0%BD%D1%89%D0%B8%D0%BD%D1%8B-%D1%81%D1%82%D1%83%D0%B4%D0%B5%D0%BD%D1%82%D1%8B-2557396/	23	Совещание. Обсуждение. Друзья. Коллеги. Офис.
30	https://cdn.pixabay.com/photo/2021/02/18/12/03/people-6027028_960_720.jpg	https://pixabay.com/ru/photos/%d0%bb%d1%8e%d0%b4%d0%b8-%d1%81%d1%82%d1%83%d0%b4%d0%b5%d0%bd%d1%82%d1%8b-%d1%83%d0%bd%d0%b8%d0%b2%d0%b5%d1%80%d1%81%d0%b8%d1%82%d0%b5%d1%82-%d0%ba%d0%b0%d0%bc%d0%bf%d1%83%d1%81-6027028/	23	Друзья. Встреча. Ноутбук. Лето. Веселье.
31	https://cdn.pixabay.com/photo/2017/08/18/08/03/idea-2654148_960_720.jpg	https://pixabay.com/ru/photos/%d0%b8%d0%b4%d0%b5%d1%8f-%d0%bc%d0%be%d0%b7%d0%b3%d0%be%d0%b2%d0%be%d0%b9-%d1%88%d1%82%d1%83%d1%80%d0%bc-%d0%ba%d0%be%d0%bc%d0%b0%d0%bd%d0%b4%d0%bd%d0%b0%d1%8f-%d1%80%d0%b0%d0%b1%d0%be%d1%82%d0%b0-2654148/	23	Бизнес. Партнёры. План. Стратегия. Обсуждение.
32	https://cdn.pixabay.com/photo/2016/11/08/05/10/students-1807505_960_720.jpg	https://pixabay.com/ru/photos/%d1%81%d1%82%d1%83%d0%b4%d0%b5%d0%bd%d1%82%d1%8b-%d0%ba%d0%be%d0%bc%d0%bf%d1%8c%d1%8e%d1%82%d0%b5%d1%80%d1%8b-%d0%bd%d0%be%d1%83%d1%82%d0%b1%d1%83%d0%ba%d0%b8-1807505/	23	Друзья. Прогулка. Обсуждение. Улыбки.
33	https://cdn.pixabay.com/photo/2015/05/15/14/33/people-768551_960_720.jpg	https://pixabay.com/ru/photos/%d0%bb%d1%8e%d0%b4%d0%b8-%d0%bf%d0%b5%d1%88%d0%b5%d1%85%d0%be%d0%b4%d1%8b-%d0%b4%d0%be%d1%89%d0%b0%d1%82%d1%8b%d0%b9-%d0%bd%d0%b0%d1%81%d1%82%d0%b8%d0%bb-768551/	23	Тепло. Солнце. Люди. Фотография. Веселье.
34	https://cdn.pixabay.com/photo/2015/09/05/07/53/street-performer-924003_960_720.jpg	https://pixabay.com/ru/photos/%d1%83%d0%bb%d0%b8%d1%87%d0%bd%d1%8b%d0%b9-%d0%b0%d1%80%d1%82%d0%b8%d1%81%d1%82-%d0%bc%d1%83%d0%b7%d1%8b%d0%ba%d0%b0%d0%bd%d1%82-%d1%81%d0%ba%d1%80%d0%b8%d0%bf%d0%ba%d0%b0-924003/	23	Музыкант. Скрипка. Музыка. Мрачность. Терасса.
35	https://cdn.pixabay.com/photo/2022/01/23/16/21/people-6961321_960_720.jpg	https://pixabay.com/ru/photos/%d0%bb%d1%8e%d0%b4%d0%b8-%d1%85%d0%be%d0%b4%d0%b8%d1%82%d1%8c-%d0%b4%d0%be%d1%80%d0%be%d0%b3%d0%b0-%d0%bf%d0%b5%d1%88%d0%b5%d1%85%d0%be%d0%b4-6961321/	23	Прогулка. Люди. День. Суета. Джинсы.
36	https://cdn.pixabay.com/photo/2022/05/02/16/26/cyclists-7170009_960_720.jpg	https://pixabay.com/ru/photos/%d0%b2%d0%b5%d0%bb%d0%be%d1%81%d0%b8%d0%bf%d0%b5%d0%b4%d0%b8%d1%81%d1%82%d1%8b-%d1%82%d0%be%d0%bb%d0%bf%d0%b0-%d1%83%d0%bb%d0%b8%d1%86%d0%b0-%d0%bb%d1%8e%d0%b4%d0%b8-7170009/	23	Самокат. Велосипед. Дорожка для велосипедистов. Лето. Спорт.
37	https://cdn.pixabay.com/photo/2021/11/13/19/46/elderly-man-6792215_960_720.jpg	https://pixabay.com/ru/photos/%d1%81%d1%82%d0%b0%d1%80%d0%b8%d0%ba-%d0%bf%d0%b5%d1%80%d0%b5%d1%81%d0%b5%d1%87%d0%b5%d0%bd%d0%b8%d0%b5-%d1%83%d0%bb%d0%b8%d1%86%d1%8b-6792215/	23	Маска. Ковид. Пешеходный переход. Машины. Светофор.
38	https://cdn.pixabay.com/photo/2019/11/05/01/00/couple-4602505_960_720.jpg	https://pixabay.com/ru/photos/%d0%bf%d0%b0%d1%80%d0%b0-%d0%bf%d0%b5%d1%88%d0%b5%d1%85%d0%be%d0%b4-%d0%b4%d0%be%d0%b6%d0%b4%d1%8c-%d0%be%d1%82%d0%bd%d0%be%d1%88%d0%b5%d0%bd%d0%b8%d0%b5-4602505/	23	Романтика. Дождь. Любовь. Пасмурная погода. Фонари.
39	https://cdn.pixabay.com/photo/2016/11/18/15/44/audience-1835431_960_720.jpg	https://pixabay.com/ru/photos/%d0%b0%d1%83%d0%b4%d0%b8%d1%82%d0%be%d1%80%d0%b8%d1%8f-%d0%ba%d0%be%d0%bd%d1%86%d0%b5%d1%80%d1%82-%d0%b3%d0%b8%d1%82%d0%b0%d1%80%d0%b0-%d0%b3%d0%b8%d1%82%d0%b0%d1%80%d0%b8%d1%81%d1%82-1835431/	23	Концерт. Гитара. Кумир. Фанаты. Музыка.
40	https://cdn.pixabay.com/photo/2016/01/14/06/09/woman-1139397_960_720.jpg	https://pixabay.com/ru/photos/%d0%b6%d0%b5%d0%bd%d1%89%d0%b8%d0%bd%d0%b0-%d0%b3%d0%b8%d1%82%d0%b0%d1%80%d0%b0-%d0%bc%d1%83%d0%b7%d1%8b%d0%ba%d0%b0-1139397/	23	Девушка. Гитара. Лето. Живая музыка. Деревня.
41	https://cdn.pixabay.com/photo/2016/08/16/09/53/international-conference-1597531_960_720.jpg	https://pixabay.com/ru/photos/%d0%bc%d0%b5%d1%81%d1%82%d0%be-%d0%bf%d1%80%d0%be%d0%b2%d0%b5%d0%b4%d0%b5%d0%bd%d0%b8%d1%8f-%d0%bc%d0%b5%d1%80%d0%be%d0%bf%d1%80%d0%b8%d1%8f%d1%82%d0%b8%d1%8f-1597531/	23	Собрание. Важное совещание. Люди. Внимательность. Сосредоточенность.
42	https://cdn.pixabay.com/photo/2016/11/29/04/16/beach-1867271_960_720.jpg	https://pixabay.com/ru/photos/%d0%bf%d0%bb%d1%8f%d0%b6-%d1%81%d0%b5%d0%bc%d1%8c%d1%8f-%d0%b2%d0%b5%d1%81%d0%b5%d0%bb%d1%8c%d0%b5-%d0%b4%d0%be%d1%81%d1%83%d0%b3-%d0%be%d0%ba%d0%b5%d0%b0%d0%bd-1867271/	24	Молодая семья приехала на отдых к морю Жаркое солнце освещает все вокруг Ребенок счастлив быть на море Гуляют по чистому песку и любуются волнами моря 
43	https://cdn.pixabay.com/photo/2015/02/02/11/09/office-620822_960_720.jpg	https://pixabay.com/ru/photos/%d0%be%d1%84%d0%b8%d1%81-%d0%b1%d0%b8%d0%b7%d0%bd%d0%b5%d1%81-%d0%b1%d1%83%d1%85%d0%b3%d0%b0%d0%bb%d1%82%d0%b5%d1%80-620822/	25	На картинке изображена девушка, которая держит телефон в руке. Так же имеется ноутбук на котором лежит флешка. На обеих руках у девушки кольца. Руки ухоженные, красивый маникюр.
44	https://cdn.pixabay.com/photo/2015/07/17/22/43/student-849822_960_720.jpg	https://pixabay.com/ru/photos/%d1%81%d1%82%d1%83%d0%b4%d0%b5%d0%bd%d1%82-%d0%bd%d0%b0%d0%b1%d0%be%d1%80-%d1%82%d0%b5%d0%ba%d1%81%d1%82%d0%b0-%d0%ba%d0%bb%d0%b0%d0%b2%d0%b8%d0%b0%d1%82%d1%83%d1%80%d0%b0-849822/	25	На картинке изображена девушка, которая работает за ноутбуком. На её столе видны кружка чая, телефон и листы с записями. Одета девушка в светлый свитер, а на её левой руке видны часы.
45	https://cdn.pixabay.com/photo/2022/05/04/02/29/calligraphy-7173006_960_720.jpg	https://pixabay.com/ru/photos/%D0%BA%D0%B0%D0%BB%D0%BB%D0%B8%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F-%D0%BF%D0%B8%D1%88%D1%83-%D0%B6%D0%B5%D0%BD%D1%89%D0%B8%D0%BD%D0%B0-%D1%80%D1%83%D1%87%D0%BA%D0%B0-7173006/	25	данная фотография ассоциируется у меня с творчеством так как перед нами лежат разноцветные маркеры и тетрадь. видимо у девушки на фото творческая натура. может быта она сидит на уроке и ей довольно скучно стало вот она и решила заняться тем что ей нравится. она взяла зеленый маркер скорее всего она рисует какое то растение либо стебель цветка. этого мы не узнаем . могу однозначно сказать что у нее довольно хороший набор маркеров видимо она любит рисовать а может быть она одолжила их у соседа по парте . не понятно
46	https://cdn.pixabay.com/photo/2022/01/27/22/57/skateboarding-6973365_960_720.jpg	https://pixabay.com/ru/photos/%d1%81%d0%ba%d0%b5%d0%b9%d1%82%d0%b1%d0%be%d1%80%d0%b4%d0%b8%d0%bd%d0%b3-%d1%87%d0%b5%d0%bb%d0%be%d0%b2%d0%b5%d0%ba-%d0%ba%d0%be%d0%bd%d1%8c%d0%ba%d0%be%d0%b1%d0%b5%d0%b6%d0%b5%d1%86-6973365/	26	парень решил покататься на скейте. сам он одет в футболку и джинсовые штаны. у него длинные волосы. они забраны в комок. по виду похожа на скейт парк
47	https://cdn.pixabay.com/photo/2022/05/02/16/26/cyclists-7170009_960_720.jpg	https://pixabay.com/ru/photos/%d0%b2%d0%b5%d0%bb%d0%be%d1%81%d0%b8%d0%bf%d0%b5%d0%b4%d0%b8%d1%81%d1%82%d1%8b-%d1%82%d0%be%d0%bb%d0%bf%d0%b0-%d1%83%d0%bb%d0%b8%d1%86%d0%b0-%d0%bb%d1%8e%d0%b4%d0%b8-7170009/	26	на заднем плане видны люди . на переднем плане видно как мужчина едет на электросамокате а справа видно как женщина на велосипеде едет в обратную сторону. погода ясная
48	https://cdn.pixabay.com/photo/2015/05/15/14/33/people-768551_960_720.jpg	https://pixabay.com/ru/photos/%d0%bb%d1%8e%d0%b4%d0%b8-%d0%bf%d0%b5%d1%88%d0%b5%d1%85%d0%be%d0%b4%d1%8b-%d0%b4%d0%be%d1%89%d0%b0%d1%82%d1%8b%d0%b9-%d0%bd%d0%b0%d1%81%d1%82%d0%b8%d0%bb-768551/	26	Девушка фотографирует.В центре оживленного города.Город какой-то южный,судя по погоде.
